File Name,Execution Time (seconds)
file_number1.txt,0.0070590972900390625
file_number2.txt,0.005444049835205078
file_number3.txt,0.003924846649169922
file_number4.txt,0.003614187240600586
file_number5.txt,0.00458073616027832
file_number6.txt,0.0036020278930664062
file_number7.txt,0.004006147384643555
file_number8.txt,0.0037207603454589844
file_number9.txt,0.0037109851837158203
file_number10.txt,0.004479885101318359
file_number11.txt,0.0038640499114990234
file_number12.txt,0.0036818981170654297
file_number13.txt,0.004168987274169922
file_number14.txt,0.003712177276611328
file_number15.txt,0.0034728050231933594
file_number16.txt,0.004016876220703125
file_number17.txt,0.003652811050415039
file_number18.txt,0.003796100616455078
file_number19.txt,0.0048198699951171875
file_number20.txt,0.003862142562866211
file_number21.txt,0.0036149024963378906
file_number22.txt,0.0034661293029785156
file_number23.txt,0.004720926284790039
file_number24.txt,0.0036818981170654297
file_number25.txt,0.004746913909912109
file_number26.txt,0.003782987594604492
file_number27.txt,0.0035190582275390625
file_number28.txt,0.0043201446533203125
file_number29.txt,0.0036199092864990234
file_number30.txt,0.0033371448516845703
file_number31.txt,0.00500798225402832
file_number32.txt,0.0037708282470703125
file_number33.txt,0.00584721565246582
file_number34.txt,0.003818988800048828
file_number35.txt,0.004906892776489258
file_number36.txt,0.0036902427673339844
file_number37.txt,0.004600048065185547
file_number38.txt,0.004265308380126953
file_number39.txt,0.0034110546112060547
file_number40.txt,0.0034067630767822266
file_number41.txt,0.0044901371002197266
file_number42.txt,0.0034799575805664062
file_number43.txt,0.0037310123443603516
file_number44.txt,0.004652976989746094
file_number45.txt,0.0037457942962646484
file_number46.txt,0.0045070648193359375
file_number47.txt,0.0035588741302490234
file_number48.txt,0.0042569637298583984
file_number49.txt,0.0035898685455322266
file_number50.txt,0.0035729408264160156
file_number51.txt,0.004496097564697266
file_number52.txt,0.0033769607543945312
file_number53.txt,0.0048961639404296875
file_number54.txt,0.00376129150390625
file_number55.txt,0.00444793701171875
file_number56.txt,0.003515958786010742
file_number57.txt,0.0045430660247802734
file_number58.txt,0.003409862518310547
file_number59.txt,0.005803108215332031
file_number60.txt,0.004876852035522461
file_number61.txt,0.005136728286743164
file_number62.txt,0.004490852355957031
file_number63.txt,0.004651069641113281
file_number64.txt,0.006529092788696289
file_number65.txt,0.0054967403411865234
file_number66.txt,0.003747224807739258
file_number67.txt,0.0040531158447265625
file_number68.txt,0.004297018051147461
file_number69.txt,0.00400090217590332
file_number70.txt,0.0044727325439453125
file_number71.txt,0.0043981075286865234
file_number72.txt,0.0037817955017089844
file_number73.txt,0.00445103645324707
file_number74.txt,0.0038299560546875
file_number75.txt,0.0037980079650878906
file_number76.txt,0.0035419464111328125
file_number77.txt,0.004787921905517578
file_number78.txt,0.004183053970336914
file_number79.txt,0.003937959671020508
file_number80.txt,0.004523038864135742
file_number81.txt,0.004439830780029297
file_number82.txt,0.0035982131958007812
file_number83.txt,0.004556179046630859
file_number84.txt,0.003632068634033203
file_number85.txt,0.003545999526977539
file_number86.txt,0.003555774688720703
file_number87.txt,0.0042438507080078125
file_number88.txt,0.004054069519042969
file_number89.txt,0.0038580894470214844
file_number90.txt,0.00460505485534668
file_number91.txt,0.004622936248779297
file_number92.txt,0.003826141357421875
file_number93.txt,0.0043561458587646484
file_number94.txt,0.003582000732421875
file_number95.txt,0.0046117305755615234
file_number96.txt,0.003607034683227539
file_number97.txt,0.0036559104919433594
file_number98.txt,0.0052490234375
file_number99.txt,0.003743886947631836
file_number100.txt,0.0043621063232421875
file_number101.txt,0.003597736358642578
file_number102.txt,0.004187822341918945
file_number103.txt,0.003763914108276367
file_number104.txt,0.004583120346069336
file_number105.txt,0.003776073455810547
file_number106.txt,0.004496097564697266
file_number107.txt,0.0033681392669677734
file_number108.txt,0.004456281661987305
file_number109.txt,0.003480195999145508
file_number110.txt,0.004591703414916992
file_number111.txt,0.003815889358520508
file_number112.txt,0.0037729740142822266
file_number113.txt,0.004751682281494141
file_number114.txt,0.0036759376525878906
file_number115.txt,0.003590106964111328
